CASE_NUMBER,STATUS,APPLICATION_SUBMITTED_DATE,COMPLETED_DATE,CANCELLATION_DATE,BROKER_ID,BROKER_FIRM_ID,LOAN_AMOUNT,PROPERTY_CATEGORY
3798,CANCELLED,2021-10-18 14:12:01.000000000,,2021-11-04 16:07:16.000000000,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,147955.560000,STANDARD
3816,CANCELLED,2021-10-21 09:04:20.000000000,,2021-10-21 09:16:49.000000000,0e96c2c9-dedb-4ee8-915b-7a22a9524a53,6b1aff4115a71b0938989207e2aef0c025900516fbc31e48927bda555d27bbda,307302.880000,STANDARD
3819,CANCELLED,2021-10-25 13:01:04.000000000,,2021-12-08 09:32:29.000000000,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,737950.000000,STANDARD
3820,IN_PROGRESS,2021-10-25 08:53:56.000000000,,,cf09571f-ce10-4021-a143-bad12db49b57,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,468694.750000,STANDARD
3829,COMPLETED,2021-10-20 09:59:15.000000000,2021-12-20 22:59:00.000000000,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,94396.000000,STANDARD
3831,IN_PROGRESS,2021-10-25 14:23:41.000000000,,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,131594.000000,STANDARD
3840,CANCELLED,2021-10-27 14:08:48.000000000,,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,152602.500000,STANDARD
3843,IN_PROGRESS,2021-10-21 15:04:56.000000000,,,6d6ccc39-930d-4d9c-9ee8-b11d445571b3,01168d889e8fa660046aedb26d94d8f83e0730a079b0351341a2bba063d1c181,157885.640000,STANDARD
3844,COMPLETED,2021-10-26 11:46:23.000000000,2021-12-13 22:59:00.000000000,,ab4041d0-135f-4078-a1d8-a4976f8555b4,64ec81d9917359af011b90f03decf394ad30fd2b78370104b974b76ad435a294,196716.750000,STANDARD
3847,IN_PROGRESS,2021-11-08 16:03:39.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,113047.500000,STANDARD
3851,CANCELLED,2021-10-21 09:46:27.000000000,,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,105100.380000,STANDARD
3853,CANCELLED,2021-10-25 15:16:26.000000000,,2021-12-15 11:44:49.000000000,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,388425.000000,HMO
3856,CANCELLED,2021-10-21 12:46:23.000000000,,2021-12-21 13:33:18.000000000,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3858,IN_PROGRESS,2021-10-27 13:36:32.000000000,,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,246059.250000,STANDARD
3862,CANCELLED,2021-10-25 15:17:31.000000000,,2021-12-10 11:24:51.000000000,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,175479.000000,HMO
3865,CANCELLED,2021-10-25 15:18:15.000000000,,2021-12-10 11:24:50.000000000,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,175479.000000,HMO
3866,COMPLETED,2021-10-21 16:17:31.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,150245.500000,STANDARD
3867,COMPLETED,2021-10-21 16:30:57.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106645.500000,STANDARD
3868,IN_PROGRESS,2021-10-21 16:56:51.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,110070.250000,STANDARD
3870,CANCELLED,2021-10-21 21:36:10.000000000,,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,143459.000000,STANDARD
3874,IN_PROGRESS,2021-10-22 09:11:43.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3876,CANCELLED,2021-10-25 19:35:15.000000000,,2022-02-03 11:27:42.000000000,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3877,IN_PROGRESS,2021-10-26 12:21:40.000000000,,,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,153201.250000,STANDARD
3878,COMPLETED,2021-10-22 10:12:53.000000000,2022-02-09 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,122320.750000,STANDARD
3879,COMPLETED,2021-10-22 10:25:35.000000000,2022-02-09 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,122320.750000,STANDARD
3880,IN_PROGRESS,2021-10-22 10:35:10.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,78720.750000,STANDARD
3881,COMPLETED,2021-10-22 12:48:38.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,149841.500000,STANDARD
3891,COMPLETED,2021-10-26 15:16:30.000000000,2022-01-13 22:59:00.000000000,,78a1b80a-aed0-42e7-a726-12753b285f1f,44d61c6a50be709b498d22ff0fa0dd7e7e35cea4f84fce5688b2688c6f19d056,1031988.000000,MUFB
3894,CANCELLED,2021-10-22 14:18:54.000000000,,,6d6ccc39-930d-4d9c-9ee8-b11d445571b3,01168d889e8fa660046aedb26d94d8f83e0730a079b0351341a2bba063d1c181,304781.000000,MUFB
3898,COMPLETED,2021-10-22 16:33:24.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,116471.250000,STANDARD
3899,COMPLETED,2021-10-22 16:54:28.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,123600.750000,STANDARD
3901,IN_PROGRESS,2021-10-25 10:02:37.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,134154.000000,STANDARD
3902,COMPLETED,2021-10-25 10:13:55.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,122320.750000,STANDARD
3903,IN_PROGRESS,2021-10-25 10:29:45.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,159452.000000,STANDARD
3904,IN_PROGRESS,2021-10-25 10:43:06.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,110070.250000,STANDARD
3905,IN_PROGRESS,2021-10-25 10:57:58.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106645.500000,STANDARD
3907,IN_PROGRESS,2021-10-25 11:21:57.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,147268.250000,STANDARD
3908,IN_PROGRESS,2021-10-25 11:45:08.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,147268.250000,STANDARD
3909,COMPLETED,2021-10-28 14:04:18.000000000,2022-02-09 22:59:00.000000000,,f89a1f26-580d-4351-bdca-13d8593ed547,aabde1d7babc7eba7d1ea45b15f01ed084a2c8dfd38cfcf29cbe0ed6d7517937,420215.000000,STANDARD
3917,CANCELLED,2021-10-25 19:46:27.000000000,,2021-12-21 14:12:42.000000000,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3918,IN_PROGRESS,2021-10-25 19:56:48.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3919,IN_PROGRESS,2021-10-25 20:13:56.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3920,IN_PROGRESS,2021-10-25 20:22:22.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3922,IN_PROGRESS,2021-10-26 12:35:03.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,521567.000000,STANDARD
3925,COMPLETED,2021-10-26 09:47:11.000000000,2022-02-09 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,122320.750000,STANDARD
3926,IN_PROGRESS,2021-10-26 09:57:15.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,115918.750000,STANDARD
3927,COMPLETED,2021-10-26 10:11:14.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,103668.250000,STANDARD
3928,IN_PROGRESS,2021-10-26 10:22:52.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,78720.750000,STANDARD
3929,COMPLETED,2021-10-26 10:35:48.000000000,2022-02-09 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,106645.500000,STANDARD
3932,IN_PROGRESS,2021-10-26 11:24:02.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,150245.500000,STANDARD
3933,COMPLETED,2021-10-26 11:35:54.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,224521.000000,STANDARD
3934,IN_PROGRESS,2021-10-26 11:46:25.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,94396.000000,STANDARD
3935,IN_PROGRESS,2021-10-26 16:13:41.000000000,,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,129801.000000,HMO
3942,IN_PROGRESS,2021-10-27 11:25:36.000000000,,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,110070.250000,STANDARD
3943,CANCELLED,2021-10-27 11:31:17.000000000,,2021-12-07 14:37:24.000000000,1a37e915-10c2-49fa-bc8d-01fb535cd6c4,28a21fc709234578d62dc0a7984021ef4fd37687dae673fd1cfe163fb34a0b74,280386.000000,STANDARD
3945,IN_PROGRESS,2021-10-28 09:56:54.000000000,,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,106645.500000,STANDARD
3947,IN_PROGRESS,2021-10-28 00:02:56.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,357653.250000,STANDARD
3948,COMPLETED,2021-10-27 14:07:40.000000000,2022-02-04 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,101524.500000,STANDARD
3949,COMPLETED,2021-10-27 14:16:19.000000000,2022-02-10 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,103668.250000,STANDARD
3950,COMPLETED,2021-10-27 14:25:24.000000000,2022-02-09 22:59:00.000000000,,e68b50cb-8606-407a-9eaa-59d97cb90d2b,9fe47f18cb5a0102f9c1b12ede6f2a45dc1d59dca74ffac036797bcffd74e7a5,113047.500000,STANDARD
3953,IN_PROGRESS,2021-11-03 13:03:18.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,222292.950000,STANDARD
3954,IN_PROGRESS,2021-11-10 14:39:04.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,181041.500000,STANDARD
3955,IN_PROGRESS,2021-11-10 14:57:21.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,335981.000000,HMO
3956,IN_PROGRESS,2021-11-10 15:10:53.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,243915.500000,STANDARD
3957,IN_PROGRESS,2021-11-10 15:23:49.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,251866.360000,STANDARD
3958,IN_PROGRESS,2021-11-10 15:27:51.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,300198.690000,STANDARD
3959,IN_PROGRESS,2021-11-10 15:32:22.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,315900.000000,STANDARD
3960,IN_PROGRESS,2021-11-10 15:38:07.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,300198.690000,STANDARD
3962,COMPLETED,2021-10-29 10:02:58.000000000,2022-01-14 22:59:00.000000000,,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,280386.000000,STANDARD
3963,CANCELLED,2021-10-28 16:04:40.000000000,,2021-11-25 14:53:30.000000000,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,111350.250000,STANDARD
3964,CANCELLED,2021-11-24 11:20:08.000000000,,2021-12-02 11:49:06.000000000,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,94396.000000,STANDARD
3968,IN_PROGRESS,2021-10-28 12:37:26.000000000,,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,125596.000000,STANDARD
3976,COMPLETED,2021-10-29 10:23:32.000000000,2021-12-09 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,236786.000000,STANDARD
3978,COMPLETED,2021-11-04 16:16:34.000000000,2022-02-09 22:59:00.000000000,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,201301.130000,STANDARD
3979,IN_PROGRESS,2021-10-29 09:41:03.000000000,,,9335c545-a45e-4813-910f-704ba9a3b8bf,f8b0c4288d79f568362881143eb05a48610f7fb2ea1b1902936ab96bc73167c3,178064.250000,STANDARD
3981,CANCELLED,2021-10-29 12:16:40.000000000,,,a404e34c-baec-4d74-baa4-bf1e0845e64f,1cedff20e37743f302c7067c2f5a9297ff150eeb962e0ac3687c82ac542003ef,505892.750000,STANDARD
3982,COMPLETED,2021-10-29 11:06:01.000000000,2022-01-21 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,252460.250000,STANDARD
3983,COMPLETED,2021-10-29 11:29:11.000000000,2022-01-14 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,236786.000000,STANDARD
3985,IN_PROGRESS,2021-11-01 10:51:07.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,170072.000000,STANDARD
3986,COMPLETED,2021-10-29 11:41:51.000000000,2022-01-21 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,236786.000000,STANDARD
3991,CANCELLED,2021-11-01 14:59:32.000000000,,2021-12-08 11:57:32.000000000,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,255183.000000,STANDARD
3992,IN_PROGRESS,2021-11-10 18:09:46.000000000,,,d0136f69-4397-4b24-bfa7-6ed40323431d,3cc79facf052fc0d39e2a63597ffc5789a5ef8e657ed34ff344e806d032c1f6f,126161.750000,STANDARD
4001,IN_PROGRESS,2021-11-01 15:52:46.000000000,,,f27df3d9-3ed2-437f-baca-9aa75d0b814c,9e6d407c3b3fd264d6997e939b0aa05490235d6151eea866dec6d1e3f93a7618,184628.000000,HMO
4003,COMPLETED,2021-11-01 15:13:54.000000000,2021-12-08 22:59:00.000000000,,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,117907.380000,STANDARD
4004,IN_PROGRESS,2021-11-03 12:00:49.000000000,,,cf09571f-ce10-4021-a143-bad12db49b57,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,445472.800000,STANDARD
4005,IN_PROGRESS,2021-11-03 12:05:39.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,391804.500000,MUFB
4007,CANCELLED,2021-11-03 11:57:50.000000000,,2021-12-07 14:06:09.000000000,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,168792.000000,STANDARD
4008,CANCELLED,2021-11-03 11:51:59.000000000,,2021-11-22 08:57:56.000000000,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,168792.000000,STANDARD
4009,IN_PROGRESS,2021-11-03 17:56:44.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,162390.000000,STANDARD
4010,IN_PROGRESS,2021-11-03 17:53:27.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,181041.500000,STANDARD
4011,IN_PROGRESS,2021-11-10 11:12:57.000000000,,,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,218239.500000,STANDARD
4013,IN_PROGRESS,2021-11-03 14:27:23.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,204558.430000,STANDARD
4023,IN_PROGRESS,2021-11-09 10:00:41.000000000,,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,196716.750000,STANDARD
4024,IN_PROGRESS,2021-11-03 11:22:51.000000000,,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,131594.000000,STANDARD
4032,IN_PROGRESS,2021-12-01 11:40:06.000000000,,,6808c4fd-ced5-4665-a602-844943fb0d04,325e020b9b40396ac5ff326b7234c285df54d00cde90602ec5c55caf09fb07b6,97701.500000,STANDARD
4035,CANCELLED,2021-11-03 13:23:02.000000000,,,fed16c76-e89d-4e25-81a3-a2e4a54228b3,e56bfe59d595d8903d0ab04fa76da03af9bf9e9375f3d599715c324e0ecdf231,111301.750000,STANDARD
4043,IN_PROGRESS,2021-12-22 13:38:02.000000000,,,ab4041d0-135f-4078-a1d8-a4976f8555b4,64ec81d9917359af011b90f03decf394ad30fd2b78370104b974b76ad435a294,564197.250000,STANDARD
4048,COMPLETED,2021-11-05 16:10:19.000000000,2022-01-07 22:59:00.000000000,,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,174640.500000,HMO
4053,CANCELLED,2021-12-22 12:19:50.000000000,,2022-01-27 09:17:57.000000000,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,1944919.500000,STANDARD
4056,CANCELLED,2021-11-04 13:46:21.000000000,,,b3026218-a0e9-4e59-a9ad-441816d7b3d9,f33cdab5a651a205e8389d44ad598b1af2d2e46464d3c6e9b6e71f9754779537,917389.500000,STANDARD
4058,IN_PROGRESS,2021-12-01 14:44:52.000000000,,,b1a7d9e0-6d3b-4f31-80b3-da8884b9aa87,1221bf801f26715febdf7117bc38b502a0601b18af90289a33104b570ca5b9a9,386455.000000,STANDARD
4069,CANCELLED,2021-11-09 09:10:48.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,286383.000000,STANDARD
4070,CANCELLED,2021-11-09 09:19:43.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,286383.000000,STANDARD
4071,CANCELLED,2021-11-09 09:25:16.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,286383.000000,STANDARD
4072,CANCELLED,2021-11-09 09:33:09.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,327422.000000,STANDARD
4073,CANCELLED,2021-11-09 09:45:19.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,298783.000000,STANDARD
4075,CANCELLED,2021-11-09 10:18:28.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,298783.000000,STANDARD
4076,COMPLETED,2021-11-08 12:16:53.000000000,2021-12-17 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,147268.250000,STANDARD
4077,COMPLETED,2021-11-08 13:42:15.000000000,2021-12-17 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,147268.250000,STANDARD
4078,COMPLETED,2021-11-08 14:57:47.000000000,2021-12-17 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,147268.250000,STANDARD
4082,IN_PROGRESS,2021-11-08 10:09:43.000000000,,,0b600cc9-4733-450a-86c0-9af94bb67838,4947e7fdad85c6d124abb3c10f0d6008af114ef15759bfdc30745621e4591c4e,583603.090000,STANDARD
4094,IN_PROGRESS,2021-11-09 16:55:08.000000000,,,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,113047.500000,STANDARD
4101,IN_PROGRESS,2021-11-08 15:46:30.000000000,,,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,243188.000000,STANDARD
4103,CANCELLED,2021-11-12 13:47:42.000000000,,,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,150581.000000,STANDARD
4111,CANCELLED,2021-11-09 10:42:51.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,692840.000000,STANDARD
4113,CANCELLED,2021-11-25 10:43:29.000000000,,,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,272203.500000,STANDARD
